"","FEEDER_NAM","GRIDID","KE_IBC","KE_REGION","received","billed","com","res","ind","tot","losses","comRel","resRel","indRel"
"949","PSO-II","37","Bin Qasim",2,8841572,8792569.58513072,0,0,6,7,0.00554227402879063,0,0,0.857142857142857
"950","Pso Mardan","39","Bin Qasim",2,298639.84,154086.055130718,23,36,1,61,0.484040524764822,0.377049180327869,0.590163934426229,0.0163934426229508
"951","PTV Housing Society","67","Gadap",2,13207575.2,9090966.99036392,248,1081,1,1331,0.311685388672713,0.186326070623591,0.812171299774606,0.000751314800901578
"952","Pulia Wali","9","Orangi-I",0,9209489.6,5516184,528,3352,49,3930,0.401032604456169,0.134351145038168,0.852926208651399,0.0124681933842239
"953","Punjab Town","73","Shah Faisal",2,9571445.4,7003560.06963072,1158,1758,10,2927,0.268286055350562,0.395626921762897,0.600614964127093,0.00341646737273659
"954","PWD Pumping-2","27","Liaquatabad",3,16778295.6,12445611.0889636,195,2817,9,3022,0.258231504220035,0.0645268034414295,0.93216412971542,0.00297816015883521
"955","Pyramid Center","12","F.B Area",3,6046022.4,4944770.17274668,180,1272,4,1457,0.182144913530806,0.123541523678792,0.87302676733013,0.00274536719286205
"956","Qabristan RMU","23","KIMZ",2,16636494.8,15254788.3371307,134,20,114,269,0.0830527391424594,0.49814126394052,0.0743494423791822,0.423791821561338
"957","Qadri Brothers
","40","SITE",0,12719819.4,12476138.6,22,4,19,46,0.0191575675987979,0.478260869565217,0.0869565217391304,0.41304347826087
"958","Qaim Khani RMU","67","North Karachi",3,15231454.8,7097056.37008385,392,1757,12,2162,0.534052625748931,0.181313598519889,0.812673450508788,0.00555041628122109
"959","Qandhari Flour","24","KIMZ",2,9985994.28547104,6948726.40063072,81,71,51,204,0.304152776179668,0.397058823529412,0.348039215686274,0.25
"960","Qasba Pumping","43","Orangi-I",0,14482705.8,6546226.512,559,2949,60,3569,0.547996997080477,0.156626506024096,0.826281871672737,0.0168114317736061
"961","Qasim Bhai Moosa Bhai","14","Lyari-II",0,17302450,10434391.424,728,2847,166,3742,0.396941391305855,0.194548369855692,0.760823089257082,0.0443613041154463
"962","Qasimabad Degree Collge (QDC)","6","Liaquatabad",3,11599319.6,7683849.57000893,294,1911,74,2280,0.337560319485556,0.128947368421053,0.838157894736842,0.0324561403508772
"963","Qattar Hospital","34","Orangi-II",0,387758.32,536728.925872593,5,1,1,8,-0.384184163663059,0.625,0.125,0.125
"964","Qayumabad Pumping","2","Defence",4,15831411.2,14195685.5725386,0,0,0,1,0.103321530013787,0,0,0
"965","Qazzafi Chowk","34","Orangi-II",0,14091833.8,7080401.24946237,564,1444,31,2040,0.497552884177333,0.276470588235294,0.707843137254902,0.0151960784313725
"966","Quaid-e-Azam-2","20","Bahadurabad",5,10090938,8500223.86,463,1951,5,2420,0.157637886586956,0.191322314049587,0.806198347107438,0.00206611570247934
"967","Quaid Aveneue","75","F.B Area",3,8037761.6,10037914.6928771,88,875,19,983,-0.248844540609059,0.0895218718209563,0.890132248219735,0.0193285859613428
"968","Quality Builders","6","Bahadurabad",5,6649520.24,6156430.93,374,936,2,1313,0.0741541182225201,0.284843869002285,0.712871287128713,0.00152322924600152
"969","Quary Colony","43","Orangi-I",0,17359815.5,14462454.5,70,3,66,140,0.166900448913181,0.5,0.0214285714285714,0.471428571428571
"970","Queens Road","38","Saddar",4,1211333.2,723685.578,64,358,2,425,0.402571003585141,0.150588235294118,0.842352941176471,0.00470588235294118
"971","Quiadabad Shopping","26","Bin Qasim",2,5679737.51612903,2378099.70656536,915,1064,1,1981,0.581301125305148,0.461887935386169,0.537102473498233,0.000504795557799091
"972","Qureshi Colony","27","Nazimabad",3,13499547.6,8061784.01739372,781,2187,88,3057,0.40281080105279,0.255479228001308,0.71540726202159,0.0287863918874714
"973","Qutbi Hotel RMU","9","Baldia",0,15427405.5,9037422.79193466,721,3368,19,4109,0.414196846518706,0.175468483816014,0.819664151861767,0.00462399610610854
"974","R.C.D. Ball Bearing","23","KIMZ",2,10842994.7,11571321.3625654,2,0,4,7,-0.0671702497987348,0.285714285714286,0,0.571428571428571
"975","Rabia Associates","17","Johar-I",2,11551092,7744055.75613072,414,2659,1,3075,0.329582367093023,0.134634146341463,0.864715447154472,0.00032520325203252
"976","Rabia City","77","Johar-I",2,17528632,10527236.622621,149,864,28,1042,0.399426228891051,0.14299424184261,0.829174664107486,0.0268714011516315
"977","Rabia Petal","48","Gadap",2,6585591.96,4382977.76668196,282,2073,0,2356,0.33445956061299,0.119694397283531,0.879881154499151,0
"978","Radio Pakistan","38","Saddar",4,9326424.8,8948542.638,0,0,0,1,0.040517365453909,0,0,0
"979","Radio Pakistan I","26","Bin Qasim",2,12441097.4,12646925.2530654,0,0,3,4,-0.0165441878998036,0,0,0.75
"980","Raees Amrohi","9","Orangi-II",0,9966975.8,6713502.34570882,280,3196,3,3480,0.326425338997129,0.0804597701149425,0.918390804597701,0.000862068965517241
"981","Raheel Avenue","43","Orangi-I",0,17137424.2,14222239.01,146,96,75,318,0.170106379814068,0.459119496855346,0.30188679245283,0.235849056603774
"982","Raheel Gum Ind.","24","KIMZ",2,6734262.9,5797907.09106536,8,0,7,16,0.139043548319838,0.5,0,0.4375
"983","Rahim Textile","12","North Karachi",3,18519284.9635397,16130251.0430238,276,28,77,382,0.129002492548681,0.722513089005236,0.0732984293193717,0.201570680628272
"984","Railway Colony","11","Saddar",4,6103262.88,3989267.07,147,991,1,1140,0.346371416660984,0.128947368421053,0.869298245614035,0.00087719298245614
"985","Railway Marshalling Yard","39","Bin Qasim",2,6774064.4,5655104.79913072,198,882,10,1091,0.165182899777168,0.181484876260312,0.808432630614116,0.00916590284142988
"986","Raily Brother","38","Saddar",4,12973615.6,13203402.5025,193,0,0,194,-0.0177118630291466,0.994845360824742,0,0
"987","Raita Plot","16","Shah Faisal",2,12478762.4229167,6750439.27213072,248,1949,14,2212,0.459045773663112,0.112115732368897,0.881103074141049,0.00632911392405063
"988","Raja Poultry Farm","39","Bin Qasim",2,19117386.6,15002296.2771307,0,0,0,1,0.215253811044931,0,0,0
"989","Ram Swami","14","Garden",5,12365601.6,9577422.65382884,1696,3790,95,5582,0.225478633095471,0.303833751343604,0.67896811178789,0.017018989609459
"990","Rampat Road Pole-11 RMU","33","Lyari-I",0,11626568.5513333,9258986.889,5156,3546,23,8726,0.203635462336118,0.590877836351135,0.406371762548705,0.00263580105432042
"991","Rangeen Cinema","26","Bin Qasim",2,14782960.4,4957346.65013072,281,2213,3,2498,0.664658057926563,0.112489991993595,0.885908726981585,0.00120096076861489
"992","Rangoon Wala","6","Bahadurabad",5,12114267,11855561.6153362,138,689,2,830,0.0213554303090559,0.166265060240964,0.830120481927711,0.00240963855421687
"993","Rao RMU Pole-50","25","Tipu Sultan",5,21536284,15375374.2484608,601,4465,22,5089,0.286071160258624,0.118097858125368,0.877382589899784,0.00432304971507172
"994","Rashid Industry","40","SITE",0,14737822.38,14113747.7765698,53,0,46,100,0.0423451027797073,0.53,0,0.46
"995","Rasool Bagh","76","Garden",5,2768057.6,2310433.238,754,3190,27,3972,0.165323280122494,0.189828801611279,0.803121852970796,0.006797583081571
"996","Rauf Oil","33","Lyari-II",0,14930675.6,8910507.343,860,3757,42,4660,0.40320802743849,0.184549356223176,0.806223175965665,0.00901287553648069
"997","Rauf Textile","30","SITE",0,21379721.2,20194967,0,0,2,3,0.0554148573275127,0,0,0.666666666666667
"998","Raza Flour Mills","75","F.B Area",3,19709008,15482746.3460686,482,2465,7,2955,0.214432997030159,0.163113367174281,0.834179357021997,0.00236886632825719
"999","Raza Residency","73","Malir",2,9889780.58302104,5948186.43168403,701,1557,8,2267,0.39855223462733,0.309219232465814,0.68681076312307,0.0035288928098809
"1000","Razi Tower RMU","1","Clifton",4,12159312,11217501.124,820,1026,0,1847,0.0774559346778829,0.443963183540877,0.55549539794261,0
"1001","RBS Bank","25","Tipu Sultan",5,11206366.4,11240182.88,66,303,1,371,-0.00301761327382625,0.177897574123989,0.816711590296496,0.00269541778975741
"1002","Red Rose","31","North Nazimabad",3,12157943.6,10535855.9808011,264,1959,4,2228,0.133417925972189,0.118491921005386,0.879263913824057,0.00179533213644524
"1003","Regal Textile","48","F.B Area",3,11437659.5924326,10284650.6560123,36,1,90,128,0.100808117876063,0.28125,0.0078125,0.703125
"1004","Registrar Office","11","Saddar",4,963651.04,897826,0,0,0,1,0.0683079634304136,0,0,0
"1005","Rehber Industry","40","SITE",0,9324377.38,8729616.427,23,0,15,39,0.0637855943363804,0.58974358974359,0,0.384615384615385
"1006","Rehman Colony","25","Tipu Sultan",5,11194695.6,7500429.49930624,406,1785,7,2199,0.330001478619371,0.184629376989541,0.811732605729877,0.00318326512050932
"1007","Rehmania","27","Liaquatabad",3,12079196.6,7106600.81804217,427,1576,6,2010,0.411666102194067,0.212437810945274,0.78407960199005,0.00298507462686567
"1008","Rehmania Garden","76","Garden",5,16316851.7333333,11219464.9281849,378,1700,7,2086,0.312400142408301,0.181208053691275,0.814956855225312,0.00335570469798658
"1009","Rehmania Masjid","24","Korangi",2,9120295,5284157.89522143,294,1202,97,1594,0.420615463072035,0.18444165621079,0.754077791718946,0.0608531994981179
"1010","Rehmat Chowk","34","Orangi-II",0,8239854.2,7978349.97518861,281,2430,7,2719,0.0317365111644081,0.103346818683339,0.893710923133505,0.00257447591026113
"1011","Republic-2","41","SITE",0,6788492.96,6610310.966,16,0,9,26,0.0262476509955753,0.615384615384615,0,0.346153846153846
"1012","Resala Police","38","Lyari-II",0,9507011.2,6553937.41994253,885,2393,93,3372,0.310620627022873,0.262455516014235,0.709667852906287,0.0275800711743772
"1013","Rest House","74","Malir",2,13294032.8,8955817.05286961,247,854,0,1102,0.326328046003496,0.224137931034483,0.774954627949183,0
"1014","Revenue Office","14","Garden",5,7893591.8,5764105.60476911,1102,2132,47,3282,0.269774045730473,0.335770871419866,0.649603900060938,0.014320536258379
"1015","Rexer Lane","14","SITE",0,15748268.8,9527859.684,610,3112,94,3817,0.394990026840284,0.15981137018601,0.815299973801415,0.0246266701598114
"1016","RIG","12","F.B Area",3,17797538,13050193.303072,120,1108,1,1230,0.266741652521151,0.0975609756097561,0.900813008130081,0.000813008130081301
"1017","Rim Jhim Tower","17","Johar-II",2,3129482,2257210.35363072,188,220,0,409,0.27872716518877,0.459657701711491,0.537897310513447,0
"1018","Rimpa Plaza","11","Garden",5,9007268.16,8852896.945284,1672,322,5,2000,0.0171385165817027,0.836,0.161,0.0025
"1019","Rimpa Sky","20","Saddar",4,6315037.1125,5911216,70,116,15,202,0.0639459603017495,0.346534653465347,0.574257425742574,0.0742574257425743
"1020","River Pmt RMU (Malir River)","74","Malir",2,15998312,8352343.34621504,0,0,0,1,0.477923461786778,0,0,0
"1021","Rizvia Society","22","Johar-II",2,14422864.8,10974076.3511307,404,3214,0,3619,0.239119515900148,0.111633047803261,0.888090632771484,0
"1022","Rizwan Plaza","12","North Nazimabad",3,12929686,10636522.9763225,145,921,3,1070,0.177356435699788,0.135514018691589,0.860747663551402,0.00280373831775701
"1023","RK Studio","34","Orangi-II",0,3250038,1682871.91777469,389,3070,11,3471,0.482199310354311,0.112071449150101,0.884471333909536,0.00316911552866609
"1024","Road No.2 RMU","21","Bin Qasim",2,541631.2,449922.757,1122,2821,20,3964,0.169318981255142,0.283047426841574,0.711654894046418,0.00504540867810293
"1025","Roshan Bagh","12","North Nazimabad",3,15375874.8,11192907.542299,498,2619,27,3145,0.272047432234617,0.158346581875994,0.83275039745628,0.00858505564387917
"1026","Roshanabad","16","Shah Faisal",2,12668588.4,6206868.52342381,320,2046,4,2371,0.5100583958175,0.134964150147617,0.862927035006326,0.00168705187684521
"1027","Roti Plant","23","Korangi",2,18467670.2,8961832.79610674,595,2428,20,3044,0.514728566242929,0.195466491458607,0.797634691195795,0.00657030223390276
"1028","Royal Appartment RMU","25","Tipu Sultan",5,1242017.1,1262174.5,138,349,0,488,-0.0162295672096623,0.282786885245902,0.715163934426229,0
"1029","Royal City","46","Surjani",3,9577494.08,7669428.99500007,146,1051,0,1198,0.199223833401726,0.121869782971619,0.877295492487479,0
"1030","RP Confectionary","12","North Karachi",3,16302233.8052997,13988196.2660238,89,20,54,164,0.141946040457576,0.542682926829268,0.121951219512195,0.329268292682927
"1031","RT Plaza","31","North Nazimabad",3,10592837.2,9075062.09888389,109,1523,3,1636,0.143283151856248,0.0666259168704156,0.930929095354523,0.00183374083129584
"1032","Rub Center","18","Gulshan-e-Iqbal",3,11536789.6,9831273.61169316,1290,1616,1,2908,0.147832806824078,0.443603851444292,0.555708390646492,0.000343878954607978
"1033","Rufi Heaven","18","Gulshan-e-Iqbal",3,13815012.2,12129145.7575533,490,2427,0,2918,0.122031484159435,0.167923235092529,0.83173406442769,0
"1034","Rufi Paradise","17","Johar-I",2,7897388.7,7433812.19063072,139,1880,0,2020,0.0586999737481938,0.0688118811881188,0.930693069306931,0
"1035","Rukknuddin","6","Liaquatabad",3,8434154.13,7031924.28202418,588,2123,22,2734,0.166256132667547,0.215069495245062,0.776517922457937,0.00804681784930505
"1036","Ruqaiyya Square (Ali Abad)","12","F.B Area",3,10285791.12,10044436.0319898,314,2437,5,2757,0.0234649027181638,0.113891911498005,0.883931809938339,0.00181356546971346
"1037","Rustam Ice","23","KIMZ",2,10353257.2,9229379.0030001,84,18,80,183,0.108553103172198,0.459016393442623,0.0983606557377049,0.437158469945355
"1038","S. Highway Pumping","22","Gadap",2,17279547.7744,7511316.00849464,384,1664,7,2056,0.56530598447589,0.186770428015564,0.809338521400778,0.00340466926070039
"1039","S.G.S Karsaz","50","KIMZ",2,9743679.76585659,7215434.26213072,122,483,62,668,0.259475430687413,0.182634730538922,0.723053892215569,0.092814371257485
"1040","Saadi Town RMU","22","Johar-II",2,11343873.2,8690104.91613072,277,2732,0,3010,0.233938465027031,0.0920265780730897,0.907641196013289,0
"1041","Saadullah Goth","9","Baldia",0,11225852,6025588.73042277,150,1678,1,1830,0.46323996339674,0.0819672131147541,0.916939890710383,0.000546448087431694
"1042","Saba Cinema","31","North Karachi",3,12559201.8496383,12265774.352,29,0,34,64,0.0233635465972499,0.453125,0,0.53125
"1043","Sadat Colony","16","Shah Faisal",2,13935039.2,9797500.36513072,219,2065,5,2290,0.296916196322525,0.0956331877729258,0.90174672489083,0.00218340611353712
"1044","Saeed-uz-Zafar","3","Defence",4,7559840.42352941,6905905.68896872,231,405,0,637,0.0865011293790506,0.362637362637363,0.635792778649921,0
"1045","Saeedabad","9","Baldia",0,18810915.2,11822634.9987096,477,3281,3,3762,0.37150133988645,0.126794258373206,0.872142477405635,0.000797448165869219
"1046","Safari Park","17","Johar-I",2,7768876.4,6727073.73106536,1198,910,1,2110,0.134099529364972,0.567772511848341,0.431279620853081,0.0004739336492891
"1047","Saghir Center (Rashid Minhas)","12","F.B Area",3,9879108.8,7963358.11828187,362,2201,2,2566,0.193919382861552,0.141075604053001,0.857755261106781,0.000779423226812159
"1048","Sahafi Colony","22","Gadap",2,8566066.4,4869270.81236392,154,1436,4,1595,0.431562798490107,0.096551724137931,0.900313479623824,0.00250783699059561
"1049","Saiban","46","Surjani",3,10345357,10285955.8504349,8,57,0,66,0.0057418172775532,0.121212121212121,0.863636363636364,0
"1050","Saifee Foundation","32","North Nazimabad",3,12924296,11366604.1031025,130,1117,2,1250,0.120524313037824,0.104,0.8936,0.0016
"1051","Saifi Foundation","20","Saddar",4,7161694.6875,6265961.35058225,2627,1597,6,4231,0.125072818097253,0.620893405814228,0.377452138974238,0.00141810446702907
"1052","Saima Classic","18","Gulshan-e-Iqbal",3,11580342.2,10826728.2450128,75,902,0,978,0.0650770022139079,0.0766871165644172,0.922290388548057,0
"1053","Saima Garden","6","Bahadurabad",5,2713440.4,1802197.93,301,1458,1,1761,0.335825496664677,0.170925610448609,0.82793867120954,0.00056785917092561
"1054","Saima Tower-1","11","Saddar",4,2524522.88,2401697,326,0,0,327,0.0486531062851765,0.996941896024465,0,0
"1055","Salalah Flour Mill","40","SITE",0,11703984.59,11175521.5065,12,0,19,32,0.045152407663927,0.375,0,0.59375
"1056","Salateen","6","Tipu Sultan",5,8335098.2,7187990.15877818,220,780,0,1001,0.137623818423857,0.21978021978022,0.779220779220779,0
"1057","Saleem Center","31","North Karachi",3,13427390.19496,10318240.875,209,2033,0,2243,0.231552764522104,0.0931787784217566,0.906375390102541,0
"1058","Saleem Terrace","14","Lyari-II",0,11386474.9,7821306.692,243,1441,30,1715,0.31310552557403,0.141690962099125,0.840233236151604,0.0174927113702624
"1059","Salman Garden","73","Shah Faisal",2,15488742,10978586.8796307,394,2119,5,2519,0.2911892470266,0.156411274315204,0.841206828106391,0.00198491464867011
"1060","Saltex","30","SITE",0,6936105.42,6739091.165,54,1,49,105,0.0284041609909672,0.514285714285714,0.00952380952380952,0.466666666666667
"1061","Sana Avenue","17","Johar-I",2,14801321.9384615,12072020.7466307,196,1745,0,1942,0.18439577243021,0.100926879505664,0.898558187435633,0
"1062","Sanaullah Woolen","40","SITE",0,9171155.1,8386712.335,9,0,8,18,0.0855336930241208,0.5,0,0.444444444444444
"1063","Sangum Cinema","16","Shah Faisal",2,17902518.7333333,12851415.6318976,743,3722,14,4480,0.282144829823915,0.165848214285714,0.830803571428571,0.003125
"1064","Sarafa Bazar","75","Liaquatabad",3,13951572.8,9031541.19530126,2411,2242,91,4745,0.352650677828864,0.508113804004215,0.472497365648051,0.0191780821917808
"1065","Sarhad Rolling","40","SITE",0,14277413.52,13598947.894,48,1,23,73,0.0475202056065404,0.657534246575342,0.0136986301369863,0.315068493150685
"1066","Sasi Home","4","Clifton",4,5845752,5275194.189,805,2945,5,3756,0.0976021239012534,0.214323748668797,0.784078807241747,0.00133120340788072
"1067","Sattar Chamber","42","Lyari-I",0,1804778,1617485.299,210,1,1,213,0.103776032841712,0.985915492957746,0.00469483568075117,0.00469483568075117
"1068","Sattar Industries","24","KIMZ",2,8307212.9,9066711.05906536,52,499,15,567,-0.0914263505953192,0.091710758377425,0.880070546737213,0.0264550264550265
"1069","Saudabad Pumping","7","Malir",2,13974962.6398305,8002664.67805165,765,1647,19,2432,0.427356989474663,0.314555921052632,0.677220394736842,0.0078125
"1070","Saudi Residency","1","Defence",4,2108730.36,1839428.4101973,77,686,2,766,0.127708101002869,0.100522193211488,0.89556135770235,0.00261096605744125
"1071","SCADA-1","1","Defence",4,3820751.92,2185249.8,3.63636363636364,0,0,4.63636363636364,0.428057658346999,0.784313725490196,0,0
"1072","SD Houses","29","Shah Faisal",2,6212136,5275167.01513072,11,620,0,632,0.150828794615778,0.0174050632911392,0.981012658227848,0
"1073","Sea Mill RMU","42","Lyari-I",0,11848869.6,6337995.087,320,1154,12,1487,0.465097068246915,0.215198386012105,0.776059179556153,0.00806993947545393
"1074","Sea View-1","3","Defence",4,15277204.4348,14292462.4048654,300,1538,0,1839,0.0644582609427838,0.163132137030995,0.836324089178902,0
"1075","Sea View-12","3","Defence",4,16477726.9,15069808.4864277,552,1427,0,1980,0.0854437278950359,0.278787878787879,0.720707070707071,0
"1076","Sector-21","9","Baldia",0,17449212,9853756.23511622,267,2358,1,2627,0.435289327958408,0.101636848115721,0.897601827179292,0.000380662352493338
"1077","Sector-5E","31","Surjani",3,11951228.08,8290369.279,361,1644,13,2019,0.306316537220667,0.178801386825161,0.814264487369985,0.00643883110450718
"1078","Sector-G","29","Shah Faisal",2,53076.96,49304,0,278,0,279,0.0710847041729594,0,0.996415770609319,0
"1079","Sector-L1","46","Surjani",3,15015048.4,10237194.304,429,4098,28,4556,0.318204375285264,0.094161545215101,0.899473222124671,0.00614574187884109
"1080","Security Paper + Cap","7","Malir",2,404959.4,509458.468130718,3,2,0,6,-0.258048258987735,0.5,0.333333333333333,0
"1081","Security Printing-1","73","Malir",2,4610509.01883117,4236509.42513072,0,57,0,58,0.0811189376645588,0,0.982758620689655,0
"1082","Sehar Palace","31","North Karachi",3,11231608.065282,7866189.259,1862,2799,41,4703,0.299638198441492,0.395917499468424,0.595152030618754,0.00871783967680204
"1083","Sewerage Plant","48","North Karachi",3,16088740.3508908,14375950.037,73,26,89,189,0.106458944363285,0.386243386243386,0.137566137566138,0.470899470899471
"1084","SH Enterprises","11","Saddar",4,3213826.88,3129641,126,8,0,135,0.0261949019481721,0.933333333333333,0.0592592592592593,0
"1085","Shabbir Tiles","26","Bin Qasim",2,5233225.4,5882696.85256536,29,7,8,45,-0.124105384905714,0.644444444444444,0.155555555555556,0.177777777777778
"1086","Shadman Town","43","North Karachi",3,14115028.1677982,10845440.045836,0,0,0,1,0.231638795409659,0,0,0
"1087","Shafi Tannery","30","SITE",0,12930163.04,10198546.002,303,363,205,872,0.211259288034469,0.347477064220183,0.416284403669725,0.235091743119266
"1088","Shah-e-Karbala","40","Nazimabad",3,9868724.8,9039810.12739685,790,2221,35,3047,0.0839941015077396,0.259271414506072,0.728913685592386,0.0114867082376108
"1089","Shah Faisal Town","7","Malir",2,15911376,11979963.9584823,425,2523,3,2952,0.247081838900529,0.143970189701897,0.854674796747967,0.00101626016260163
"1090","Shah Latif Town","39","Bin Qasim",2,1803234.4,5034417.15126143,0,0,0,1,-1.79188171613265,0,0,0
"1091","Shaharyar Clinic","32","North Nazimabad",3,11504994.6,7467097.67668993,394,1298,28,1721,0.350969041159747,0.228936664729808,0.754212667054038,0.0162696106914585
"1092","Shaheed-e-Millat RMU","18","Bahadurabad",5,4058355.4,3149701.93,1216,53,0,1270,0.223896968215253,0.95748031496063,0.0417322834645669,0
"1093","Shaheed Chowk RMU","29","Malir",2,15980376,8228123.5191492,448,2657,8,3114,0.485110768410631,0.143866409762364,0.853243416827232,0.00256904303147078
"1094","Shaheed Makhdoom Bilawal Village","17","Johar II",2,12895031,7273968.17556536,39,373,4,417,0.435909213745561,0.0935251798561151,0.894484412470024,0.00959232613908873
"1095","Shaheen Housing","25","Tipu Sultan",5,9401477.8,8329147.5642851,0,189,0,190,0.114059753001268,0,0.994736842105263,0
"1096","Shaheen Lawn RMU","76","Bahadurabad",5,9938632,8927256.86,260,1519,4,1784,0.10176200708508,0.145739910313901,0.851457399103139,0.00224215246636771
"1097","Shaheen Off Nishat","3","Defence",4,4766712.24,4421531.92756245,94,298,0,393,0.0724147578158724,0.239185750636132,0.758269720101781,0
"1098","Shahfaisal Chowk","34","Orangi-II",0,15122186.08,6632905.13397912,565,4060,13,4639,0.561379214692277,0.121793489976288,0.875188618236689,0.00280232808794999
"1099","Shahnaz Arcade","25","Bahadurabad",5,13008882,11735351.86,425,1084,0,1510,0.0978969707004799,0.281456953642384,0.717880794701987,0
"1100","Shaikh Amjad & Mubashir","50","Defence",4,5488368.16,5479263,3,0,0,4,0.00165899220579987,0.75,0,0
"1101","Shaikh Bros.","50","KIMZ",2,14704474.8,13732383.9831307,108,3,88,200,0.0661085030299269,0.54,0.015,0.44
"1102","Shaikh M Rasheed","34","Orangi-II",0,14733352,8420766.41659198,190,2959,4,3154,0.428455492233405,0.0602409638554217,0.938173747622067,0.00126823081800888
"1103","Shaikh Nazaz","25","Tipu Sultan",5,11662303.4,10761617.2676863,186,105,0,292,0.0772305522692655,0.636986301369863,0.35958904109589,0
"1104","Shaikh Zaid","3","Defence",4,16670011.6,15656269.3699343,526,910,0,1437,0.0608123290127566,0.366040361864996,0.633263743910926,0
"1105","Shaista Builder","4","Clifton",4,10475427.6,10087046.495,455,672,1,1129,0.0370754416745717,0.403011514614703,0.595217006200177,0.000885739592559787
"1106","Shalimar Garden","14","Garden",5,7628182.8,6521481.81497618,88,1654,1,1744,0.145080553788488,0.0504587155963303,0.948394495412844,0.000573394495412844
"1107","Shalimar RMU","77","Johar-I",2,10607944.8,9574973.63213072,314,2616,0,2931,0.097377125102431,0.107130672125554,0.892528147389969,0
"1108","Shama Centre","16","Shah Faisal",2,9952077.9,6664288.69356536,662,2407,20,3090,0.330362085131452,0.214239482200647,0.778964401294498,0.00647249190938511
"1109","Shama Flour","24","KIMZ",2,9091699.52304348,8971449.31356536,37,1,40,79,0.013226373042063,0.468354430379747,0.0126582278481013,0.506329113924051
"1110","Shamim Appartment","12","F.B Area",3,13896293.4,13115059.3773641,147,1467,3,1618,0.0562188779517224,0.0908529048207664,0.906674907292954,0.00185414091470952
"1111","Shams Uddin","34","Orangi-I",0,17822672.7,9418054.355,427,1797,56,2281,0.47156891036887,0.187198597106532,0.787812362998685,0.0245506356861026
"1112","Shamsi Cloth","40","SITE",0,9679007.5,9403425.831,55,1,39,96,0.0284720999544633,0.572916666666667,0.0104166666666667,0.40625
"1113","Shamsi Garment","12","North Karachi",3,8649038.15042961,7941169,22,1,40,64,0.081843684594506,0.34375,0.015625,0.625
"1114","Shanti Nagar","18","Gulshan-e-Iqbal",3,10457797.84,7906391.3318673,148,996,5,1150,0.24397168000072,0.128695652173913,0.866086956521739,0.00434782608695652
"1115","Shareefabad (P-4 RMU)","75","Liaquatabad",3,9313365.6,7689615.50753743,172,1961,8,2142,0.174346220496549,0.0802987861811391,0.915499533146592,0.00373482726423903
"1116","Sheerani Ice","31","North Karachi",3,18005350.8181898,16791058.401,44,3,57,105,0.0674406419209027,0.419047619047619,0.0285714285714286,0.542857142857143
"1117","Sheraton Hotel","38","Saddar",4,7109700.4,7302265.7135,3,0,0,4,-0.0270848703413719,0.75,0,0
"1118","Sheraton Square","17","Johar-I",2,16699191.7384615,11374834.4277802,458,2455,1,2915,0.318839222524662,0.157118353344768,0.842195540308748,0.000343053173241852
"1119","Shipowner College","32","North Nazimabad",3,12971882,7160639.46496918,112,1042,3,1158,0.447987619300794,0.0967184801381693,0.899827288428325,0.00259067357512953
"1120","Shirazi Investment","37","Bin Qasim",2,4389237.8,3812034.81256536,3,0,2,6,0.131504150318454,0.5,0,0.333333333333333
"1121","Shirin Jinnah","4","Clifton",4,11844448,7310046.979,125,1475,0,1601,0.382829239572837,0.0780762023735165,0.921299188007495,0
"1122","Shoukat Umer Hospital","16","Shah Faisal",2,8359953.66,6012152.78106536,221,1295,6,1523,0.280838982417833,0.14510833880499,0.850295469468155,0.00393959290873276
"1123","Silver Town","35","Korangi",2,7296244.4,4202144.11672143,351,1995,7,2354,0.424067522091032,0.14910790144435,0.84749362786746,0.00297366185216653
"1124","Sima Lab","40","SITE",0,14252191.8,13806955.686,32,0,36,69,0.031239834563551,0.463768115942029,0,0.521739130434783
"1125","Sind Bad","18","Gulshan-e-Iqbal",3,11702262.4,9881812.09603473,260,1771,0,2032,0.155563962056198,0.127952755905512,0.871555118110236,0
"1126","Sind Baloch Society","17","Johar-I",2,5590280.6,4305137.12013072,431,1852,0,2284,0.229888903943262,0.188704028021016,0.810858143607706,0
"1127","Sind Constabulary","9","Baldia",0,16004263,8257394.17736204,453,2909,27,3390,0.484050332254472,0.133628318584071,0.85811209439528,0.0079646017699115
"1128","Sind Steel + Cap","40","SITE",0,10733256.5,10191389.716,25,0,27,53,0.0504848443713238,0.471698113207547,0,0.509433962264151
"1129","Sindh Alkallies","21","Landhi",2,9845311.4,6326351.78203423,40,821,4,866,0.357424917810702,0.046189376443418,0.948036951501155,0.0046189376443418
"1130","Sindh Medical College","1","Saddar",4,16894952.8,16370784,3,1,0,5,0.0310251710203062,0.6,0.2,0
"1131","Sindh Provincial Assembly","11","Saddar",4,1418896.16,1292295.217,0,0,0,1,0.0892249528675869,0,0,0
"1132","Sindhi Muslim-2","20","Bahadurabad",5,9020763.7,6483999.86,274,669,6,950,0.281213866626392,0.288421052631579,0.70421052631579,0.00631578947368421
"1133","SITE Pumping","41","SITE",0,6864075.43,6611176.60876541,14,74,13,102,0.036843828977939,0.137254901960784,0.725490196078431,0.127450980392157
"1134","SITE Telephone Exchange","41","SITE",0,8480845.9,7974505.531,15,0,13,29,0.0597039935603593,0.517241379310345,0,0.448275862068966
